url,job_title,company,location,salary,experience,education,level,employment_type,industry,required_skills,preferred_skills,specialization,job_description,requirement
https://itviec.com/it-jobs/product-manager-agritech-excel-technologies-1347,Product Manager (AgriTech),Excel Technologies,"268 Trần Hưng Đạo, Phường Chợ Lớn, TP. Hồ Chí Minh, Cho Lon, Ho Chi Minh","2,000 - 3,000 USD",,,,,IT Services and IT Consulting,"Product Management, Team Management, Business Analysis, Strategy planning, Presale, Project Management",,,"DigiFarm là đơn vị kinh doanh chiến lược mũi nhọn về công nghệ nông nghiệp trực thuộc ExcelTech. Chúng tôi tự hào kiến tạo các nền tảng quản lý nông trại thông minh, nhằm thúc đẩy chuyển đổi số toàn diện cho chuỗi giá trị, phục vụ đa dạng đối tượng: từ các tập đoàn chăn nuôi quy mô lớn, các trang trại tầm trung, cho đến những hộ chăn nuôi cá thể.

DigiFarm đang bước vào giai đoạn tăng tốc mở rộng quy mô mạnh mẽ, với mục tiêu nhân đôi đội ngũ trong 18 tháng tới. Chúng tôi đang tìm kiếm một Trưởng phòng Sản phẩm mang tư duy chiến lược, người sở hữu năng lực ""kép"": vừa có tầm nhìn bao quát để định hình lối đi cho sản phẩm, vừa sẵn sàng xắn tay áo sát cánh cùng đội ngũ để trực tiếp thực thi và giải quyết vấn đề tại từng điểm chạm.

Hơn cả một vị trí quản lý sản phẩm thông thường, đây là vai trò được quy hoạch với lộ trình rõ ràng để tiến tới vị trí Giám đốc Điều hành Đơn vị (BU Manager) tại DigiFarm. Bạn sẽ vận dụng các phương pháp quản trị mục tiêu chuyên sâu (như OKRs) để dẫn dắt đội ngũ, trực tiếp đàm phán với đối tác và tự tay kiến tạo bản sắc văn hóa làm việc cho tổ chức.
Đây là bệ phóng hiếm có để bạn dẫn dắt bước nhảy vọt của một nền tảng công nghệ đã được kiểm chứng – mang trọn vẹn tinh thần khởi nghiệp với sự linh hoạt tối đa, đồng thời được hậu thuẫn vững chắc bởi nguồn lực dồi dào từ một tập đoàn hàng đầu.","Chiến lược & Lộ trình Sản phẩm
Làm chủ chiến lược sản phẩm: Chịu trách nhiệm toàn diện về vòng đời sản phẩm của DigiFarm. Xác định rõ định vị, tuyên ngôn giá trị và thiết lập lợi thế cạnh tranh sắc bén cho cả 3 phân khúc: doanh nghiệp lớn, trang trại tầm trung và hộ chăn nuôi.
Quản trị lộ trình: Xây dựng và duy trì lộ trình phát triển sản phẩm trong 12-18 tháng. Ra quyết định ưu tiên một cách hệ thống dựa trên sự cân bằng giữa giá trị kinh doanh, tính khả thi công nghệ và nhu cầu thực tế của thị trường.
Kiến tạo tầm nhìn: Đóng vai trò ""nhạc trưởng"", dẫn dắt chiến lược Agri-Data Hub giai đoạn 2027-2030, đặt nền móng vững chắc để DigiFarm trở thành nền tảng dữ liệu nông nghiệp số 1 tại Việt Nam.
Khám phá thực địa: Liên tục rời khỏi văn phòng để trực tiếp xuống trang trại, gặp gỡ người nông dân. Thấu hiểu sâu sắc dòng chảy công việc và những ""nỗi đau"" thực tế nhất thay vì chỉ dựa vào các buổi họp giả định.
Đo lường hiệu quả: Định nghĩa các thước đo thành công cốt lõi cho từng tính năng hoặc sáng kiến. Theo dõi sát sao tỷ lệ chấp nhận sản phẩm, tỷ lệ giữ chân và hiệu quả kinh doanh.
Quản trị Hiệu quả Kinh doanh
Đồng làm chủ bài toán tài chính: Sát cánh cùng Giám đốc Tài chính (CFO) để kiểm soát bức tranh lãi/lỗ của BU DigiFarm. Theo dõi chặt chẽ doanh thu, biên lợi nhuận gộp (Gross Margin), chi phí thu hút khách hàng (CAC) và giá trị vòng đời khách hàng (LTV).
Thiết kế chiến lược giá: Xây dựng mô hình giá nhạy bén, linh hoạt cho 3 phân khúc: Enterprise (Dịch vụ cao cấp, bán theo giá trị), Mid-Market (Các gói tiêu chuẩn hóa) và SME (Tự phục vụ, trả phí định kỳ - Subscription).
Thúc đẩy Thương mại: Phối hợp chặt chẽ với Trưởng bộ phận Kinh doanh để liên tục tối ưu mức độ phù hợp của sản phẩm với thị trường (Product-Market Fit). Trực tiếp tham gia tư vấn tiền bán hàng (pre-sales) để chốt các hợp đồng Enterprise trọng điểm.
Đánh giá & Quyết sách: Đánh giá hiệu quả kinh doanh hàng tuần cùng Giám đốc Vận hành (COO); tổ chức các buổi phân tích chuyên sâu hàng tháng để kịp thời đưa ra quyết định điều chỉnh chiến lược.
Dẫn dắt Đội ngũ & Kiến tạo Văn hóa
Phát triển Đội ngũ: Trực tiếp dẫn dắt, truyền cảm hứng và đào tạo năng lực cho Bộ phận Sản phẩm & Giải pháp.
Lãnh đạo Liên phòng ban: Cùng các Trưởng bộ phận khác (Kinh doanh, DVKH, Kỹ thuật) tạo thành ban lãnh đạo thống nhất. Điều hướng mục tiêu chung, giải quyết xung đột và ra quyết định nâng cấp khi cần thiết.
Tiên phong ứng dụng AI: Huấn luyện đội ngũ về tư duy làm việc tích hợp công nghệ. Đảm bảo toàn bộ nhân sự thành thạo việc sử dụng các công cụ AI để tối ưu hóa hiệu suất làm việc hằng ngày.
Định hình Bản sắc: Nuôi dưỡng và lan tỏa văn hóa cốt lõi của DigiFarm: ""Thấu cảm sâu sắc với người nông dân (Empathy) + Chú trọng sự xuất sắc về kỹ thuật (Engineering Excellence) + Ứng dụng AI một cách thực dụng (Pragmatic AI)."
https://itviec.com/it-jobs/product-manager-nakivo-2450,Product Manager,Nakivo,"TGI Building, 208 Nguyen Trai, Ho Chi Minh","1,900 - 2,500 USD",,,,,Software Products and Web Services,"Product Management, Business Analysis, English",,,"1. Produce clear, detailed functional requirements
2. Design features from the user perspective
3. Develop solutions to known problems and defects
4. Deal with requirements changes
5. Analyze competitors and industry trends
6. Conduct customer and partner discovery via interviews, support cases, feedback,
usage data, and market research
7. Own the product roadmap, aligned with company strategy and customer needs
8. Use AI tools to streamline research, documentation, and analysis, improving speed
and quality of product delivery
9. Partner with marketing team to develop go-to market strategy, positioning, and
messaging
10. Work closely with cross-functional teams to scope, plan, and deliver features on time","You will be a potential candidate if you have
3+ years of experience in IT (any technical role)
English level: Fluent English
You will be a strong candidate if you have
Higher education in computer science/technical field
Strong ability to translate complex technical topics into clear software
requirements
Experience with backup, disaster recovery, cloud, virtualization, SaaS, or security
Technical writing experience
Software testing experience
IT administration experience
Experience working with cross-functional teams
Experience contributing to product marketing or go-to-market activities
Given the high volume of CVs applied, we can only manage to respond to candidates whose profiles aligns with the position within 5 working days. We appreciate your understanding and enthusiastic towards our company"
https://itviec.com/it-jobs/product-operation-data-analysis-business-analysis-cong-ty-co-phan-dau-tu-ahv-holding-1151,"Product Operation (Data Analysis, Business Analysis)",CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,"62 Nguyễn Huy Tưởng , Thanh Xuân , Ha Noi",Thỏa thuận,,,,,Software Products and Web Services,"Product Management, Firebase, Mobile Apps, Business Analysis, Data Analysis",,,"Product Operation:
Thiết lập, quản lý và theo dõi các Dashboard dữ liệu (Firebase, Amplitude, Mixpanel, AppsFlyer...).
Giám sát hàng ngày các chỉ số cốt lõi: DAU/MAU (Active Users), Retention Rate (Tỷ lệ giữ chân), Session Length (Thời lượng sử dụng), và Churn Rate (Tỷ lệ rời bỏ).
Báo cáo định kỳ về hiệu suất của các tính năng mới sau mỗi đợt Release.
Product Analysis
Theo dõi các chỉ số kỹ thuật (Crash Rate (Tỷ lệ sập app), ANR (App Not Responding), App Load Time)
Phân tích phễu người dùng (User Funnel) để tìm ra các điểm rớt (drop-off). Ví dụ: Khách hàng mở app nhưng tại sao lại thoát ra ngay trước màn hình tracking dữ liệu cá nhân? Do UI/UX khó thao tác hay do lỗi server đồng bộ chậm?
Phân tích phản hồi từ người dùng (User feedback/Reviews trên App Store & Google Play) để khoanh vùng các bug hoặc trải nghiệm kém.
Phối hợp liên phòng ban (Cross-functional Collaboration):
Làm việc với Dev Team để ưu tiên xử lý vấn đề ảnh hưởng đến app performance
Phối hợp với Product Manager/Owner để đề xuất cải tiến tính năng.
Hỗ trợ Marketing/ASO theo dõi tỷ lệ chuyển đổi từ lượt tải (Install) sang lượt đăng ký tài khoản (Sign-up).","Kinh nghiệm ít nhất 6 tháng - 1 năm ở các vị trí Product Operations, Data Analyst, Business Analyst hoặc Mobile Marketing.
Thành thạo các công cụ Mobile Analytics (Firebase, Google Analytics 4, Amplitude...).
Có tư duy phân tích dữ liệu nhạy bén (Data-driven mindset)"
https://itviec.com/it-jobs/product-owner-13t-luong-upto-3000-viettel-post-a-member-of-viettel-group-1344,Product Owner - 13T Lương - Upto 3000$,Viettel Post (A Member of Viettel Group),"Số 2, Ngõ 15, Duy Tân, Cau Giay, Ha Noi","1,000 - 3,000 USD",,,,,"Transportation, Logistics and Warehouse","Product Owner, Product Management, Data Analysis, Jira, Business Analysis, Solution Architecture",,,"We are seeking a highly motivated Product Owner with solid experience in IT solution development. In this role, you will bridge the gap between business stakeholders and the engineering team, ensuring that digital transformation solutions ( Warehouse, Logistics, E-commerce,...) are well-defined, prioritized, and successfully delivered. You will be responsible for shaping the product vision, translating requirements into actionable user stories, and driving the product lifecycle from ideation to release
• Work with stakeholders to gather business requirements, understand customer needs, and transform them into product features and specifications.
• Conduct market and competitor analysis to identify opportunities for product innovation in IT solutions.
• Define and maintain the product roadmap and ensure alignment with company strategy and client objectives.
• Manage and prioritize the product backlog, ensuring requirements are clear, feasible, and aligned with business goals.
• Write detailed user stories and acceptance criteria to guide development teams.
• Collaborate with engineering, design, QA, and operations teams to deliver high-quality IT solutions (e.g., Warehouse, Logistics, E-commerce, integration platforms,...).
• Lead and facilitate Agile ceremonies: sprint planning, backlog grooming, daily stand-ups, and retrospectives.
• Monitor and analyze product performance metrics (adoption, retention, ROI) and recommend improvements.
• Support solution deployment, training, and documentation for end users and partners.
• Act as the voice of the client during product discussions, ensuring solutions deliver tangible business value.","1. Must have
• Bachelor’s degree in Computer Science, Information Systems, Business, or related fields.
• 3+ years of experience as Product Owner / IT Solution Consultant.
• Strong background in enterprise IT solutions, such as , Warehouse, Logistics, E-commerce.
• Proven experience working with Agile/Scrum methodologies.
• Hands-on experience with JIRA, Confluence, Figma, Miro, or similar tools.
• Strong ability to translate business requirements into technical deliverables.
• Excellent problem-solving, communication, and stakeholder management skills.
2. Nice to have
• Product Owner or Scrum Master certification (CSPO, PSM).
• Familiarity with data analytics tools (Google Analytics, Mixpanel, PowerBI).
• Experience in Warehouse, Logistics or e-commerce environments.
• Strong understanding of MVP mindset, prioritization, and iterative product delivery."
https://itviec.com/it-jobs/product-owner-business-analyst-ai-agile-scrum-athena-studio-1442,"Product Owner (Business Analyst, AI, Agile/Scrum)",Athena Studio,"40A Lam Sơn, Tan Son Hoa, Ho Chi Minh",Thỏa thuận,,,,,Game,"Product Owner, Stakeholder management, AI, Agile, Product Management, Business Analysis",,,"As a Product Owner at our technology firm, you will own internal products end-to-end — from ideation to launch to ongoing operations — serving our internal teams and departments as your users. You will work directly with the BOD and Heads of other departments as your primary stakeholders, leveraging AI tools aggressively across the product workflow, and driving delivery through strong communication, stakeholder expectation management, and self-management. This role suits someone who thinks like an owner, not an executor.

End-to-End Product Ownership:
Own the full lifecycle of internal products — from ideation, through development and launch, to post-launch operations. Define product vision, roadmap, priorities, and success metrics aligned with organizational goals. Take full accountability for outcomes, not just output.
AI-Powered Product Work:
Leverage AI tools (Claude, ChatGPT, Cursor, Copilot, etc.) extensively across the workflow — drafting specs, writing user stories, prototyping, research, documentation, and testing — to multiply your throughput and the team's velocity.
Stakeholder & Expectation Management:
Work directly with the BOD and Heads of other departments as your primary stakeholders. Gather needs, align priorities, communicate trade-offs clearly, and manage expectations proactively. Say ""no"" constructively when needed and defend decisions with data.
Delivery & Demo:
Partner with the Development team through implementation. Run sprint demos for stakeholders, coordinate releases, handle UAT with internal users, and ensure features ship on time and meet business goals.
Operations & Post-Launch:
Monitor product performance and health after launch. Support internal users across departments, handle operational issues, collect feedback, and iterate. Own the product in production — not just during build.
Self-Management & People Coordination:
Drive your own priorities with minimal supervision. Coordinate across cross-functional teammates without formal authority — influence, unblock, and follow through.
Data-Driven Decisions:
Use usage data and internal user feedback to prioritize backlog, validate hypotheses, and recommend improvements.
Ad-hoc Tasks:
Execute additional assignments as requested by the Line Manager.","KNOWLEDGE & EXPERIENCE
Bachelor's degree in Computer Science, Business Information Systems, or a related field.
Minimum 2-3 years of experience as a Product Owner, Product Manager, or senior Business Analyst with proven end-to-end product ownership.
Experience working on internal / B2E (business-to-employee) products, enterprise tools, or internal platforms is a strong plus.
Hands-on, daily experience using AI tools to accelerate product work — specs, prototypes, research, documentation, analysis.
Solid understanding of the Software Development Life Cycle (SDLC) and Agile/Scrum; comfortable operating in AI-assisted development environments.
SKILLS
Strong AI fluency:
able to use AI tools effectively across product tasks — prompt well, validate output, integrate AI into daily workflow.
Fluent in Vietnamese
(clear, concise, and persuasive communication)
and
Professional working proficiency in English.
Stakeholder management with senior leaders:
comfortable working directly with BOD and Heads of other departments — align competing priorities, manage expectations proactively, and communicate with executive-level clarity.
Proficiency in writing user stories, acceptance criteria, and creating workflow diagrams (AI-assisted is fine and encouraged).
Comfortable running demos, UAT sessions, and stakeholder presentations.
SQL and basic data-analysis skills are a plus.
ABILITIES
Strong self-management:
organized, proactive, and drives tasks to completion without constant supervision.
Manages people without authority:
coordinates, influences, and unblocks teammates across functions.
Owner mindset:
takes responsibility from idea to operation — not just hand-off at delivery.
Expectation-setting:
calm under pressure, honest about trade-offs, and able to say no constructively.
Growth-oriented:
embraces new technology (especially AI) and continuously sharpens the craft.
An active listener who can calmly champion and defend new ideas."
https://itviec.com/it-jobs/product-owner-business-analyst-proficient-in-english-designveloper-dsv-1309,Product Owner/ Business Analyst (Proficient in English),Designveloper (DSV),"No. 53-55-57, Pho Duc Chinh street, Nguyen Thai Binh ward, Ho Chi Minh",Up to $2000,,,,,Software Development Outsourcing,"Business Analysis, English, AI, SQL, Scrum, Agile",,,"As a
Product Owner (PO) – AgreementGen
, you will own the end-to-end product experience, from defining product direction to delivering high-quality features.
This is a hybrid role requiring strong
product thinking and business analysis skills
. You will be responsible for identifying opportunities, defining solutions, and ensuring seamless execution by working closely with engineering, design, and stakeholders.


Product Ownership & Strategy
Own and manage the
product backlog
, ensuring priorities align with business goals and user needs.
Define
product vision, roadmap, and feature prioritization
in collaboration with stakeholders.
Continuously evaluate product opportunities, balancing
user value, business impact, and technical feasibility
.
Drive decision-making using a combination of
data, user insights, and market understanding
.
Requirements & Business Analysis
Translate product ideas into
clear user stories, acceptance criteria, and functional specifications
.
Define and document
user flows, edge cases, and business logic
to guide implementation.
Ensure alignment across teams by clarifying requirements and resolving ambiguities quickly.
Maintain high-quality documentation of
features, workflows, and dependencies
.
Data & Product Insights
Monitor product performance using
analytics, user behavior data, and experiment results
.
Define and track
KPIs
to measure feature success and product growth.
Generate insights to inform
product improvements and iteration cycles
.
Cross-functional Execution
Work closely with engineers to ensure
smooth delivery and high-quality implementation
.
Partner with designers to create
intuitive, user-centric experiences
.
Collaborate with QA to define
test scenarios and validate business logic
before release.
Act as the
main point of contact
for product-related decisions during development cycles.","3-5 years of experience
in Product Owner, Product Manager, Business Analyst, or similar roles in a tech/SaaS environment.
Strong understanding of
Agile/Scrum product development
and backlog management.
Proven experience in
writing user stories, acceptance criteria, and designing user flows
.
Strong analytical skills with experience using tools like
SQL, Google Analytics, Hotjar, or similar
.
Ability to think both
strategically (why/what)
and
tactically (how)
.
Experience with
AI-powered products or document workflows
is a strong plus.
Excellent communication and stakeholder management skills.
Detail-oriented, proactive, and comfortable working in a
fast-paced, ambiguous environment
.
What We Offer
Opportunity to
own and shape an AI-driven product
in the legal-tech space.
High-impact role with
end-to-end ownership
, not just execution.
Collaborative and fast-moving environment with strong product culture.
Access to cutting-edge AI tools and experimentation opportunities.
Competitive compensation and growth opportunities."
https://itviec.com/it-jobs/product-owner-expert-mobile-banking-ekyc-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-2042,"Product Owner Expert (Mobile Banking, eKYC)",NGÂN HÀNG THƯƠNG MẠI TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG (GPBANK),"45 Nguyễn Văn Huyên, Ha Noi",Thỏa thuận,,,,,Banking,"Product Owner, Digital tokens, Business Analysis, Cloud, Agile, English",,,"OVERVIEW OF GPBANK
GPBank is a member of the VPBank Group ecosystem, transferred under a mandatory restructuring from a “zero-dong” bank model. It is also the
first bank in Vietnam
to achieve profitability within only
five months after the transfer
under VPBank’s management — a remarkable milestone demonstrating outstanding restructuring and governance capabilities.
JOB RESPONSIBILITIES
Define and manage the product backlog for digital platforms (e.g., Internet Banking, Mobile Banking, eKYC, RM tools) and internal operational systems (e.g., BPM, ECM, DMS)
Prioritize backlog items based on business value, user experience, and urgency aligned with the bank’s digital transformation strategy.
Collaborate closely with Business Unit, BAs, Developers, QA, and DevOps to ensure timely and high-quality delivery of digital solutions.
Actively participate in Agile ceremonies such as Sprint Planning, Daily Stand-ups, Grooming, and Retrospectives to maintain alignment and agility.
Act as the central contact point for clarifying business requirements and coordinating issue resolution during development, testing, and deployment phases.
Communicate effectively with business units, operations, testing teams, partners, and other stakeholders to ensure aligned expectations and execution.
Gather and manage feedback from end users and business units, updating the backlog accordingly.
Monitor post-release performance of digital platforms, including usage metrics, error rates, and actual user experience.","JOB REQUIREMENTS
Bachelor’s degree in Computer Science, Engineering, Mathematics, or related field of study: or equivalent education, training & experience
Candidates with relevant international certifications are preferred, such as:
+ PSPO I/CSPO (Professional Scrum Product Owner)
+ PMI-ACP (Agile Certified Practitioner)
+ CBAP (Certified Business Analysis Professional)
+ PMP (Project Management Professional)
Minimum of
8-10 years
of experience in a
BA/IT PO role
, including at least
5 years
as a Product Owner for IT products in the
banking or financial sector.
Solid understanding of digital banking platforms such as
Internet Banking, Mobile Banking, eKYC, Digital Onboarding, RM/Branch tools, Self-Service Banking, BPM/Workflow systems, and ECM/DMS...
Good knowledge of banking operations, business process flows, and approval procedures—especially in digital channels and back-office domains.
Ability to define product goals, identify MVP, manage backlog, and track delivery with ownership.
Preferred: knowledge or hands-on experience with enabling technologies such as RPA, OCR, Chatbot, e-Signature, or third-party digital service integration (Open API)."
https://itviec.com/it-jobs/product-owner-pacific-cross-vietnam-5451,Product Owner,Pacific Cross Vietnam,"6th Floor, VNPT Building, 1487 Nguyen Van Linh, Tan Hung Ward, Tan Hung, Ho Chi Minh",Thỏa thuận,,,,,Financial Services,"Product Owner, Scrum, Jira, Product Management",,,"Position Objective:
To drive the vision, strategy, and execution of our product initiatives. You will be responsible for maximizing the value of our product by managing the product backlog, collaborating with cross-functional teams, and ensuring we deliver solutions that delight our customers and achieve business objectives.
The ideal candidates will be responsible for working with Vietnamese and overseas stakeholders to develop and enhance a health insurance management system, among other tasks assigned by the IT Director.
Roles and Responsibilities
Product Vision & Strategy
Define and communicate a clear product vision aligned with company strategy and market needs
Develop and maintain the product roadmap, prioritizing features based on business value, customer needs, and technical feasibility
Conduct market research and competitive analysis to identify opportunities and inform product decisions
Define success metrics and KPIs to measure product performance, user satisfaction, and business impact
Stay informed about industry trends, emerging technologies, and customer expectations
Backlog Management
Create, prioritize, and maintain a well-groomed product backlog
Write clear, detailed user stories with acceptance criteria that the development team can execute
Balance competing priorities from stakeholders, customers, and business needs
Continuously refine and adjust backlog priorities based on feedback, data, and changing business conditions
Ensure the backlog is visible, transparent, and understood by all stakeholders
Manage dependencies and coordinate with other Product Owners as needed
Stakeholder Collaboration
Serve as the voice of the customer and primary liaison between stakeholders and the development team
Gather requirements and feedback from customers, internal teams, and business units
Facilitate discussions and negotiate priorities to achieve consensus on product direction
Present product updates, demos, and roadmaps to leadership and stakeholders
Manage stakeholder expectations regarding timelines, scope, and deliverables
Build strong relationships across the organization to drive alignment and collaboration
Agile Team Partnership
Work closely with development teams in an Agile environment
Participate actively in sprint planning, daily standups, sprint reviews, and retrospectives
Provide clarification on requirements and make timely decisions to keep teams unblocked
Accept or reject completed work based on acceptance criteria and definition of done
Foster a collaborative team environment focused on delivering value
Remove impediments and ensure the team has what they need to succeed
Product Delivery & Optimization
Validate that delivered features meet requirements and provide value to users
Analyze user feedback, usage data, and metrics to inform future iterations
Champion user experience and advocate for customer needs throughout the development process
Coordinate user acceptance testing and quality assurance activities
Support go-to-market activities including product launches, training, and documentation
Drive continuous improvement based on performance data and customer insights
On time delivery of requirements","Minimum Job Requirements:
Bachelor's degree in Business, Computer Science, Engineering, or related field
3-4+ years of experience as a Product Owner, Product Manager, or similar role
Must be fluent in Vietnamese
Must have strong proficiency in written and verbal English; native fluency preferred but not required
Strong understanding of Agile methodologies, particularly Scrum
Proven track record of successfully delivering digital products from concept to launch
Excellent prioritization and decision-making skills
Strong analytical skills with experience using data to drive product decisions
Outstanding communication and presentation skills
Ability to work effectively with technical and non-technical stakeholders
Customer-focused mindset with empathy for user needs
Experience with product management tools (e.g., Jira)
Ability to translate complex business requirements into clear user stories
Requirements as a plus:
Certified Scrum Product Owner (CSPO) or similar Agile certification
Experience in travel, insurance, healthcare, or related industries
Technical background or understanding of software development processes
Experience with UX/UI principles and design thinking methodologies"
https://itviec.com/it-jobs/product-tester-qa-qc-jira-trello-cong-ty-tnhh-teenup-1256,"Product Tester (QA QC, Jira, Trello)",CÔNG TY TNHH TEENUP,"Hà Nội: 61E Đê La Thành, phường Láng, Dong Da, Ha Noi - Fresher Accepted","800 - 1,500 USD",,,,,Education and Training,"QA QC, NodeJS, Trello, Jira, Tester",,,"ROLE OVERVIEW
We are looking for a  Product Tester who is passionate about building reliable, high-quality digital products — not just executing test cases. You will play a key role in ensuring that every feature delivered by the Product team works smoothly, performs consistently, and creates a seamless experience for families using TeenCare AI.
You will work closely with Product Managers, Designers, and Engineers throughout the product lifecycle — from understanding requirements and designing test scenarios to validating new releases before they reach real users.
If you enjoy finding edge cases, thinking critically about user experience, and improving product quality through structured testing and collaboration, this role is for you.
ABOUT TEENCARE AI
At TeenCare AI, we work at the intersection of education, family, and technology. Each week, teens work with dedicated 1:1 mentors. These sessions generate meaningful behavioral insights that help parents better understand and support their children.
We combine human mentorship with technology to create tools that help families make better decisions in everyday life. Our platform is already supporting families across Southeast Asia, and we are building toward a system that can scale globally.
WHAT YOU’LL DO
Ensure product quality across the platform
Create and maintain detailed test cases, test plans, and testing documentation
Execute functional, regression, integration, and exploratory testing across web and mobile platforms
Identify, document, and track bugs clearly with reproducible steps and impact analysis
Validate product requirements and user flows before release
Collaborate closely with the Product team
Work alongside Product Managers and Engineers to understand business logic and feature expectations
Participate in requirement discussions, sprint planning, and product reviews
Provide feedback on usability, edge cases, and product consistency from a user perspective
Support UAT processes and release validation
Improve testing processes and quality standards
Contribute to improving QA workflows, test coverage, and release processes
Help define testing standards and best practices within the team
Support automation testing initiatives where applicable
Monitor product stability and proactively identify potential risks before deployment
Experiment and improve
Explore new testing approaches, QA tools, and automation opportunities
Continuously improve testing efficiency and reporting quality
Stay updated on product quality trends and testing methodologies
TESTING STACK & ENGINEERING EXPECTATIONS
Testing & QA
Manual Testing
Functional Testing
Regression Testing
Integration Testing
Exploratory Testing
User Acceptance Testing (UAT)
Tools & Collaboration
Jira / Trello / ClickUp
Postman
Chrome DevTools
TestRail or similar QA management tools
Technical Knowledge
Basic understanding of APIs and client-server architecture
Familiarity with databases and data validation
Understanding of SDLC and Agile/Scrum workflows
Basic automation testing knowledge is a plus
Collaborative Stack
Node.js
PostgreSQL
MongoDB
Redis","Technical
1–2 years of experience in software testing or QA roles (project experience is acceptable for junior candidates)
Strong attention to detail and structured problem-solving skills
Ability to write clear bug reports and testing documentation
Familiarity with web/mobile application testing
Basic understanding of APIs, databases, and product workflows
Mindset
Curious and proactive — you naturally explore edge cases and ask thoughtful questions
Strong ownership — you follow issues through until resolution
Collaborative by default — you communicate clearly with Product and Engineering teams
User-focused — you care deeply about delivering smooth and reliable user experiences
Comfortable working in a fast-moving startup environment with evolving priorities
WHAT SUCCESS LOOKS LIKE
Within the first 3 months, you will:
Own testing processes for multiple product features and releases
Build reliable test cases covering core user flows
Detect and report critical issues before they impact users
Improve release quality and reduce production bugs
Contribute meaningfully to a stronger quality culture within the Product team"
https://itviec.com/it-jobs/project-leader-brse-japanese-n2-nec-vietnam-2723,Project Leader/ BrSE (Japanese N2+),NEC Vietnam,"9 Floor, Etown 3, 364 Cong Hoa, Tan Binh, Ho Chi Minh - 12th floor, Gelex Tower, 52 Le Dai Hanh, Hai Ba Trung, Ha Noi",Thỏa thuận,,,,,IT Services and IT Consulting,"Bridge Engineer, Japanese IT Communication, Java, C#, Japanese, Project Management",,,"Are you an experienced
Project Leader/ BrSE (Japanese N2+)
with a strong background in IT and software delivery for the
Japanese market
? We are seeking a proactive and results-driven leader to manage complex projects, ensure high-quality outcomes, and collaborate effectively with both internal teams and Japanese clients.

Plan and lead implementation projects of varying size and complexity
Manage project teams, including task assignment, progress tracking, and quality assurance
Estimate workload, develop work plans, and oversee delivery within scope, budget, and timeline
Ensure accurate project reporting, including risk and change management, and financial control
Build and manage team members, including training, development, and career path planning
Lead and execute tasks to ensure project success across quality, cost, and schedule
Maintain effective communication with internal stakeholders and external clients
Perform other tasks as assigned by the Manager or Senior Manager.","Bachelor’s degree in Computer Science, Information Technology, or related field
Over 2 years of experience in project management for the Japanese market
Proven experience managing teams of at least 5 members
Strong skills in
project estimation, quality control, resource management, and risk management
Familiarity with project management methodologies such as Waterfall and Agile/Scrum
Experience in developing and deploying
web-based software projects using Java Spring Framework or C# ASP.NET
, especially in domains such as
Insurance, Healthcare solutions,
is an advantage.
Possession of
PMP/ACP certification
and willingness to travel abroad
Proficiency in Japanese (JLPT N2 or higher)
Strong leadership, problem-solving, and team management skills
Ability to work and negotiate directly with Japanese clients
Strong presentation and client relationship skills"
https://itviec.com/it-jobs/project-leader-japanese-communication-isv-vietnam-2114,Project Leader – Japanese Communication,ISV Vietnam,"Tòa nhà VFC, Số 29  Tôn Đức Thắng, Sai Gon, Ho Chi Minh",Thỏa thuận,,,,,Software Development Outsourcing,"JavaScript, Java, Japanese, .NET, PHP, SQL",,,"Quản lý dự án gồm phân công công việc, hướng dẫn các thành viên thực hiện.
Review kết quả, kiểm tra chất lượng công việc trước khi báo cáo cho khách hàng.
Trao đổi trực tiếp với khách hàng, là cầu nối giữa khách hàng và các thành viên về các vấn đề phát sinh khi thực hiện dự án.
Hỗ trợ các thành viên về kỹ thuật cũng như nghiệp vụ của hệ thống.
Báo cáo tiến độ và kết quả công việc cho cấp trên và cho khách hàng theo yêu cầu.","Kinh nghiệm phát triển phần mềm từ 5 năm trở lên với một trong các ngôn ngữ
.Net, Java, PHP, Vue.js, Next.js, Node.js, React,…
Có kiến thức và kỹ năng tốt về cơ sở dữ liệu như: My SQL, SQL Server, P
ostgreSQL, Oracle, …
Kinh nghiệm quản lý phát triển outsource cho khách hàng Nhật.
Có kinh nghiệm làm việc tại các công ty Nhật.
Trình độ tiếng Nhật N3 trở lên"
