category,normalized_skill,count
Framework / Library,ec-cube,1
Framework / Library,ejb,1
Framework / Library,electron.js,1
Framework / Library,element,1
Framework / Library,ember data,1
Framework / Library,emberjs,1
Framework / Library,enhancements,1
Framework / Library,entity frameworks,1
Framework / Library,entity framwork,1
Framework / Library,ether.js,1
Framework / Library,event system,1
Framework / Library,events,1
Framework / Library,expo web,1
Framework / Library,expresjs,1
Framework / Library,fast api,1
Framework / Library,fast-polylines,1
Framework / Library,fasttext,1
Framework / Library,featherjs,1
Framework / Library,ffmpeg,1
Framework / Library,flexbox,1
Framework / Library,fluent ui,1
Framework / Library,fluoride,1
Framework / Library,flutter 3.0,1
Framework / Library,flutter sdk,1
Framework / Library,fog-aws,1
Framework / Library,foreground service,1
Framework / Library,foundation,1
Framework / Library,foundry,1
Framework / Library,frappe,1
Framework / Library,front-end frameworks,1
Framework / Library,frontend component libraries,1
Framework / Library,frontend/mobile frameworks,1
Framework / Library,functional component,1
Framework / Library,functional components,1
Framework / Library,gecko,1
Framework / Library,gensim,1
Framework / Library,geocoder,1
Framework / Library,gesture handler,1
Framework / Library,gesture handling,1
Framework / Library,glimmer components,1
Framework / Library,go standard,1
Framework / Library,google firebase,1
Framework / Library,grand central dispatch (gcd,1
Framework / Library,graphics libraries,1
Framework / Library,grid,1
Framework / Library,gsap,1
Framework / Library,guava,1
Framework / Library,hangfire,1
Framework / Library,hardhat,1
Framework / Library,hibernates,1
Framework / Library,honojs,1
Framework / Library,htmx,1
Framework / Library,http,1
Framework / Library,http package,1
Framework / Library,hugging face,1
Framework / Library,hệ sinh thái thư viện frontend,1
Framework / Library,inertia.js,1
Framework / Library,infragistics,1
Framework / Library,intent,1
Framework / Library,ios native,1
Framework / Library,java,1
Framework / Library,java applet,1
Framework / Library,java core,1
Framework / Library,java server faces (jsf,1
Framework / Library,java servlet,1
Framework / Library,java stream api,1
Framework / Library,java web,1
Framework / Library,java web and enterprise (ee) technologies,1
Framework / Library,javaee(jakartaee,1
Framework / Library,javascript,1
Framework / Library,jax-rs,1
Framework / Library,jee,1
Framework / Library,jfs,1
Framework / Library,jotai,1
Framework / Library,jpa/hibernate,1
Framework / Library,jpa2,1
Framework / Library,jquery ui,1
Framework / Library,js frameworks,1
Framework / Library,jss,1
Framework / Library,karafka,1
Framework / Library,kmp (kotlin multiplatform,1
Framework / Library,kotlin flow,1
Framework / Library,ksplayer,1
Framework / Library,libraries,1
Framework / Library,lightgbm,1
Framework / Library,linux,1
Framework / Library,liquid,1
Framework / Library,liquid templating,1
Framework / Library,livewire,1
Framework / Library,location,1
Framework / Library,log4net,1
Framework / Library,lottie,1
Framework / Library,lovyangfx,1
Framework / Library,lumen,1
Framework / Library,lvgl,1
Framework / Library,lập trình mạng,1
Framework / Library,lập trình web,1
Framework / Library,magento,1
Framework / Library,map,1
Framework / Library,material design,1
Framework / Library,material ui (mui,1
Framework / Library,material-ui,1
Framework / Library,materialui,1
Framework / Library,matplotlib/seaborn,1
Framework / Library,maui,1
Framework / Library,mavsdk,1
Framework / Library,mdx,1
Framework / Library,mern stack,1
Framework / Library,meteorjs,1
Framework / Library,micronaut,1
Framework / Library,microsoft agent,1
Framework / Library,microsoft autogen,1
Framework / Library,microsoft mfc,1
Framework / Library,middleware,1
Framework / Library,modern frontend frameworks,1
Framework / Library,module federation,1
Framework / Library,monai,1
Framework / Library,moti,1
Framework / Library,motionlayout,1
Framework / Library,ms .net,1
Framework / Library,mui design,1
Framework / Library,multi-agent,1
Framework / Library,multimedia frameworks,1
Framework / Library,mybatis/mybatis-plus,1
Framework / Library,native addons (n-api,1
Framework / Library,native module,1
Framework / Library,native module integration,1
Framework / Library,nest,1
Framework / Library,net 10,1
Framework / Library,net 4.7,1
Framework / Library,net 4.8,1
Framework / Library,net 4.x,1
Framework / Library,net 5,1
Framework / Library,net 6/7/8,1
Framework / Library,net 8 web api,1
Framework / Library,net 8.0,1
Framework / Library,net core 8,1
Framework / Library,net maui,1
Framework / Library,net mvc 5,1
Framework / Library,net server-side technologies,1
Framework / Library,netty,1
Framework / Library,neverthrow,1
Framework / Library,next,1
Framework / Library,next-auth,1
Framework / Library,next.js app router,1
Framework / Library,nextjs 15,1
Framework / Library,nhibernate,1
Framework / Library,node.j,1
Framework / Library,node.js frameworks,1
Framework / Library,nodejs express,1
Framework / Library,nuxt,1
Framework / Library,nuxt.js,1
Framework / Library,odata,1
Framework / Library,okhttp3,1
Framework / Library,opengl es,1
Framework / Library,operations,1
Framework / Library,orm frameworks,1
Framework / Library,page factory,1
Framework / Library,paging 3,1
Framework / Library,pandas udf,1
Framework / Library,photon,1
Framework / Library,php curl,1
Framework / Library,physx,1
Framework / Library,pillow,1
Framework / Library,pixijs,1
Framework / Library,pjproject,1
Framework / Library,play,1
Framework / Library,plugin flutter,1
Framework / Library,polars,1
Framework / Library,postcss,1
Framework / Library,primefaces,1
Framework / Library,primereact,1
Framework / Library,prisma,1
Framework / Library,prisma orm,1
Framework / Library,pundit,1
Framework / Library,pydantic,1
Framework / Library,pymupdf,1
Framework / Library,pyspark ml,1
Framework / Library,python automation frameworks,1
Framework / Library,quartz job,1
Framework / Library,query builder,1
Framework / Library,queue,1
Framework / Library,radix ui,1
Framework / Library,rap,1
Framework / Library,rapid,1
Framework / Library,razor pages,1
Framework / Library,react context api,1
Framework / Library,react hook,1
Framework / Library,react hook form,1
Framework / Library,react native cli,1
Framework / Library,react navigation,1
Framework / Library,react redux,1
Framework / Library,react three fiber,1
Framework / Library,react- native,1
Framework / Library,react-i18next,1
Framework / Library,react-intl,1
Framework / Library,reanimated 2,1
Framework / Library,recttransform,1
Framework / Library,relayjs,1
Framework / Library,requests,1
Framework / Library,reusable ui components/libraries,1
Framework / Library,revit api,1
Framework / Library,rfc,1
Framework / Library,rgeo,1
Framework / Library,robot,1
Framework / Library,ror,1
Framework / Library,rpush,1
Framework / Library,rx,1
Framework / Library,rxcocoa,1
Framework / Library,rxjava3,1
Framework / Library,sap fiori,1
Framework / Library,sap fiori development,1
Framework / Library,sap ui5,1
Framework / Library,scriptableobject,1
Framework / Library,scss,1
Framework / Library,sdk,1
Framework / Library,seaborn,1
Framework / Library,semantic kernel,1
Framework / Library,sequelize orm,1
Framework / Library,service provider,1
Framework / Library,servicestack,1
Framework / Library,shadcn/ui,1
Framework / Library,shader,1
Framework / Library,shared_preferences,1
Framework / Library,shopify theme development,1
Framework / Library,sidekiq,1
Framework / Library,snapkit,1
Framework / Library,social,1
Framework / Library,solidjs,1
Framework / Library,spa,1
Framework / Library,sping,1
Framework / Library,sping boot,1
Framework / Library,spring 5,1
Framework / Library,spring batch,1
Framework / Library,spring boot 2.x,1
Framework / Library,spring boots,1
Framework / Library,spring cloud config server,1
Framework / Library,spring cloud gateway,1
Framework / Library,spring cloud/alibaba,1
Framework / Library,spring core,1
Framework / Library,spring integration,1
Framework / Library,spring jpa,1
Framework / Library,spring-boot,1
Framework / Library,spring-core,1
Framework / Library,springmvc,1
Framework / Library,statsmodels,1
Framework / Library,storekit,1
Framework / Library,stream api,1
Framework / Library,streamlit,1
Framework / Library,strust,1
Framework / Library,struts1,1
Framework / Library,swr,1
Framework / Library,templating,1
Framework / Library,textbold,1
Framework / Library,third-party libraries,1
Framework / Library,third-party open-source libraries,1
Framework / Library,threejs,1
Framework / Library,thư viện lập trình cho ai,1
Framework / Library,thư viện state management,1
Framework / Library,tokio,1
Framework / Library,tornado,1
Framework / Library,transform,1
Framework / Library,trpc,1
Framework / Library,truffle,1
Framework / Library,ui canvas,1
Framework / Library,ui component libraries,1
Framework / Library,ui frameworks,1
Framework / Library,ui kit,1
Framework / Library,ui libraries/frameworks,1
Framework / Library,ui toolkit,1
Framework / Library,ui5,1
Framework / Library,uniapp,1
Framework / Library,unitask/async,1
Framework / Library,unity ui,1
Framework / Library,vaadin,1
Framework / Library,valtio,1
Framework / Library,vega,1
Framework / Library,vega-lite,1
Framework / Library,velocity,1
Framework / Library,vert.x,1
Framework / Library,vertx,1
Framework / Library,victory,1
Framework / Library,view-based ui systems,1
Framework / Library,vision,1
Framework / Library,vlclibrary,1
Framework / Library,vue 2,1
Framework / Library,vue 3 composition api,1
Framework / Library,vue cli,1
Framework / Library,vue js,1
Framework / Library,vue-router,1
Framework / Library,vuejs (vue 3,1
Framework / Library,wacs,1
Framework / Library,waterdrop,1
Framework / Library,wcf,1
Framework / Library,web,1
Framework / Library,web frontend,1
Framework / Library,web-form,1
Framework / Library,web3,1
Framework / Library,web3 libraries,1
Framework / Library,webapi,1
Framework / Library,webflux,1
Framework / Library,webframework,1
Framework / Library,websockets,1
Framework / Library,win32 api,1
Framework / Library,windows api,1
Framework / Library,windows form,1
Framework / Library,windows forms,1
Framework / Library,winui3,1
Framework / Library,wordpress rest api,1
Framework / Library,workmanager,1
Framework / Library,xml layouts,1
Framework / Library,xml views,1
Framework / Library,yii,1
Framework / Library,yii2,1
Framework / Library,youtube api,1
Framework / Library,zend,1
Framework / Library,zod,1
Framework / Library,zod/zvalidator,1
Framework / Library,zurb foundation,1
