category,normalized_skill,count
Database,postgreesql,1
Database,postgresql clustering,1
Database,postgresql replication,1
Database,postgress,1
Database,postgressql,1
Database,query dsl,1
Database,query plan,1
Database,quản lý cơ sở dữ liệu,1
Database,quản trị hệ thống cơ sở dữ liệu,1
Database,quản trị hệ thống cơ sở dữ liệu ms sql,1
Database,quản trị hệ thống dữ liệu,1
Database,"quản trị, vận hành csdl",1
Database,read replica,1
Database,realm swift,1
Database,realmswift,1
Database,reddis,1
Database,redis cache,1
Database,redis cluster,1
Database,redis pub-sub,1
Database,redis queue,1
Database,redis/queue,1
Database,relational database modeling and design,1
Database,replications,1
Database,saql,1
Database,search engine,1
Database,search engines,1
Database,search/indexing engines,1
Database,server,1
Database,sharedpreferences,1
Database,slow query log,1
Database,soql,1
Database,sosl,1
Database,sql nâng cao,1
Database,sql queries,1
Database,sql querying,1
Database,sql scripts,1
Database,sql server 2016,1
Database,sql server high availability,1
Database,sql sever,1
Database,sql-server,1
Database,sql/nosql,1
Database,sql/plsql,1
Database,storedprocedure,1
Database,teradata,1
Database,thao tác cơ sở dữ liệu,1
Database,thiết kế bảng cho dữ liệu tài chính,1
Database,thiết kế database chuẩn hóa (3nf,1
Database,thiết kế hệ thống csdl sql,1
Database,thiết kế và triển khai cơ sở dữ liệu,1
Database,thiết kế và tối ưu cơ sở dữ liệu,1
Database,"thiết kế, chuẩn hóa, tối ưu database",1
Database,"thiết kế, tối ưu database",1
Database,"thiết kế, xây dựng csdl",1
Database,tidb,1
Database,time-series database,1
Database,timesten db,1
Database,transaction,1
Database,transactional data modelling,1
Database,triggers,1
Database,truy vấn database,1
Database,truy vấn với các hệ cơ sở dữ liệu,1
Database,tư duy cơ sở dữ liệu,1
Database,tối ưu bảng dữ liệu lớn,1
Database,tối ưu database,1
Database,view,1
Database,vitese,1
Database,viết store procedure,1
Database,viết truy vấn,1
Database,viết truy vấn csdl,1
Database,vsam,1
Database,vận hành db,1
Database,"vận hành, bảo dưỡng, giám sát, bảo mật đối với cơ sở dữ liệu",1
Database,window functions,1
Database,write queries,1
Database,xây dựng cơ sở dữ liệu,1
Database,xử lý cơ sở dữ liệu,1
Database,yugabytedb,1
Database,đồng bộ csdl,1
