category,normalized_skill,count
Design & UX,learning curve,1
Design & UX,level designs,1
Design & UX,lý thuyết màu sắc,1
Design & UX,lập trình ui,1
Design & UX,material 3 design,1
Design & UX,mechanic,1
Design & UX,micro-interaction,1
Design & UX,microcopy,1
Design & UX,mobile app,1
Design & UX,mobile app flow,1
Design & UX,mobile ui/ux design,1
Design & UX,mock up,1
Design & UX,mockups,1
Design & UX,monetization,1
Design & UX,motion,1
Design & UX,motion/interaction design,1
Design & UX,multi-language/rtl,1
Design & UX,mô tả chuyển động/tương tác,1
Design & UX,mỹ thuật,1
Design & UX,nghiên cứu,1
Design & UX,nghiên cứu and phân tích người dùng,1
Design & UX,nghiên cứu khách hàng,1
Design & UX,nghiên cứu sản phẩm cạnh tranh,1
Design & UX,nghiên cứu thị trường,1
Design & UX,nghiên cứu trải nghiệm người dùng,1
Design & UX,nghiên cứu user,1
Design & UX,nghiên cứu và phân tích hành vi người dùng,1
Design & UX,nguyên lý thiết kế giao diện người dùng trên di động,1
Design & UX,nguyên lý ux,1
Design & UX,nguyên tắc thiết kế ux/ui,1
Design & UX,nguyên tắc thiết kế web,1
Design & UX,nắm bắt thói quen và nhu cầu sử dụng sản phẩm của người dùng,1
Design & UX,optimizing user (ux,1
Design & UX,pacing,1
Design & UX,pain points,1
Design & UX,particles,1
Design & UX,paywall ui/ux,1
Design & UX,photography,1
Design & UX,phát triển giao diện người dùng,1
Design & UX,phát triển ui bảo mật,1
Design & UX,phân cấp hình ảnh,1
Design & UX,phân tích các thiết kế,1
Design & UX,phân tích game,1
Design & UX,phân tích và thiết kế trải nghiệm người dùng,1
Design & UX,phân tích vấn đề người dùng,1
Design & UX,phân tích yêu cầu,1
Design & UX,phân tích yêu cầu về sản phẩm,1
Design & UX,phần mềm design,1
Design & UX,pixel-level attention to detail,1
Design & UX,product discovery,1
Design & UX,product research,1
Design & UX,progression curve,1
Design & UX,progression design,1
Design & UX,progression loop,1
Design & UX,prototype flow,1
Design & UX,prototype interpretation and feedback,1
Design & UX,prototyping tools,1
Design & UX,protype,1
Design & UX,quay dựng video,1
Design & UX,quy trình thiết kế sản phẩm,1
Design & UX,quy tắc thiết kế,1
Design & UX,renderer,1
Design & UX,report design,1
Design & UX,reporting dashboard,1
Design & UX,research,1
Design & UX,research methodology,1
Design & UX,responsive layout,1
Design & UX,responsive đa thiết bị,1
Design & UX,"responsive, cross-browser user interfaces",1
Design & UX,retention principles,1
Design & UX,screenflow,1
Design & UX,shaders,1
Design & UX,site mapping,1
Design & UX,storyboard,1
Design & UX,style consistency,1
Design & UX,style thiết kế,1
Design & UX,subscription design,1
Design & UX,systems design,1
Design & UX,sáng tạo,1
Design & UX,sắp xếp bố cục,1
Design & UX,sở thích người chơi,1
Design & UX,sự khác biệt nền tảng web android và web ios,1
Design & UX,templates,1
Design & UX,test trải nghiệm,1
Design & UX,theme customization,1
Design & UX,thiết kế asset 2d,1
Design & UX,thiết kế cho nhiều nền tảng,1
Design & UX,thiết kế cho nền tảng kỹ thuật số,1
Design & UX,thiết kế cho web,1
Design & UX,thiết kế cho ứng dụng,1
Design & UX,thiết kế các game đã phát hành,1
Design & UX,thiết kế form,1
Design & UX,thiết kế giao diện app,1
Design & UX,thiết kế giao diện game,1
Design & UX,thiết kế giao diện web,1
Design & UX,thiết kế in ấn,1
Design & UX,thiết kế interaction,1
Design & UX,thiết kế landing page,1
Design & UX,thiết kế level game,1
Design & UX,thiết kế mockup,1
Design & UX,thiết kế màn chơi,1
Design & UX,thiết kế màn chơi cho thể loại giải đố (puzzle,1
Design & UX,thiết kế môi trường game,1
Design & UX,thiết kế social post,1
Design & UX,thiết kế sản phẩm kỹ thuật số,1
Design & UX,thiết kế sản phẩm đồ họa,1
Design & UX,thiết kế thương hiệu,1
Design & UX,thiết kế truyền thông kỹ thuật số,1
Design & UX,thiết kế trải nghiệm cá nhân hóa,1
Design & UX,thiết kế tương tác,1
Design & UX,thiết kế ui tùy chỉnh,1
Design & UX,thiết kế ui tối ưu cho iaa,1
Design & UX,thiết kế ui ux web/mobile app,1
Design & UX,thiết kế ui/ux mobile application,1
Design & UX,thiết kế ui/ux web,1
Design & UX,thiết kế uiux,1
Design & UX,thiết kế user flow,1
Design & UX,thiết kế ux,1
Design & UX,thiết kế web app,1
Design & UX,thiết kế web/app,1
Design & UX,thiết kế workflow,1
Design & UX,thiết kế đáp ứng,1
Design & UX,thiết kế đồ họa cho game mobile,1
Design & UX,thiết kế động và trực quan,1
Design & UX,thiết kế ấn phẩm,1
Design & UX,thu thập tiếng nói khách hàng,1
Design & UX,thấu hiểu người dùng,1
Design & UX,tiêu chuẩn web,1
Design & UX,truyền thông đa phương tiện,1
Design & UX,trải nghiệm của người dùng,1
Design & UX,trải nghiệm khách hàng,1
Design & UX,trải nghiệm người dùng (cx,1
Design & UX,trải nghiệm người dùng (ux,1
Design & UX,trải nghiệm trong app,1
Design & UX,tư duy lấy người dùng làm trung tâm,1
Design & UX,tư duy người dùng,1
Design & UX,tư duy phối màu,1
Design & UX,tư duy đặt người chơi làm trung tâm,1
Design & UX,tương thích trình duyệt mobile,1
Design & UX,tương thích đa trình duyệt,1
Design & UX,tương tác công nghệ và con người,1
Design & UX,tối ưu chat ui,1
Design & UX,tối ưu checkout flow,1
Design & UX,tối ưu hóa giao diện,1
Design & UX,tối ưu layout,1
Design & UX,ui components,1
Design & UX,ui controls,1
Design & UX,ui design,1
Design & UX,ui design principles,1
Design & UX,ui design system,1
Design & UX,ui game,1
Design & UX,ui interaction and animation,1
Design & UX,ui prototypes,1
Design & UX,ui rendering,1
Design & UX,ui responsive,1
Design & UX,ui screen design,1
Design & UX,ui trend,1
Design & UX,ui ux trên mobile,1
Design & UX,ui-ux,1
Design & UX,ui/dashboard,1
Design & UX,ui/ux cho môi trường công nghiệp,1
Design & UX,ui/ux consistency,1
Design & UX,ui/ux development,1
Design & UX,ui/ux fundamentals,1
Design & UX,ui/ux game mobile,1
Design & UX,ui/ux trong game,1
Design & UX,uis,1
Design & UX,usability best practices,1
Design & UX,usability principles,1
Design & UX,user empathy,1
Design & UX,user experiences research,1
Design & UX,user flow design,1
Design & UX,user interface design,1
Design & UX,user journey maps,1
Design & UX,user onboarding,1
Design & UX,user personas,1
Design & UX,user story,1
Design & UX,user-centered design principles,1
Design & UX,user-centric thinking,1
Design & UX,userflow,1
Design & UX,ux analysis/design,1
Design & UX,ux best practices,1
Design & UX,ux methodologies,1
Design & UX,ux mindset,1
Design & UX,ux mobile,1
Design & UX,ux strategy,1
Design & UX,ux thinking,1
Design & UX,ux writing,1
Design & UX,ux/cro audits,1
Design & UX,ux/ui concepts,1
Design & UX,ux/ui design principles,1
Design & UX,ux/ui testing,1
Design & UX,visual design,1
Design & UX,visual design principles,1
Design & UX,visual effects,1
Design & UX,viết và trình bày tài liệu thiết kế,1
Design & UX,voice-first design,1
Design & UX,vẽ,1
Design & UX,vẽ minh họa,1
Design & UX,vẽ mockup sản phẩm,1
Design & UX,vẽ quy trình,1
Design & UX,vẽ tay,1
Design & UX,wcag 2.1 aa,1
Design & UX,web accessibility (wcag,1
Design & UX,web responsiveness,1
Design & UX,wireframe/mockup,1
Design & UX,wireframing tools,1
Design & UX,wiregrame,1
Design & UX,workflow diagrams,1
Design & UX,working prototype,1
Design & UX,xây dựng giao diện mobile,1
Design & UX,xử lý các giao diện phức tạp,1
Design & UX,xử lý đồ họa 3d,1
Design & UX,xử lý ảnh,1
Design & UX,yếu tố cơ bản của thiết kế,1
Design & UX,đánh giá trải nghiệm khách hàng,1
Design & UX,đánh giá và cải tiến game,1
Design & UX,"đánh giá, phân tích game",1
