category,normalized_skill,count
Soft Skill,quản lý đội ngũ,3
Soft Skill,quản trị rủi ro,3
Soft Skill,ra quyết định dựa trên dữ liệu,3
Soft Skill,resource management,3
Soft Skill,system-thinking,3
Soft Skill,team collaboration,3
Soft Skill,techlead,3
Soft Skill,technology leadership,3
Soft Skill,troubleshoot,3
Soft Skill,tư duy dịch vụ khách hàng,3
Soft Skill,tư duy logic game,3
Soft Skill,tư duy độc lập,3
Soft Skill,tự nghiên cứu,3
Soft Skill,viết tài liệu kỹ thuật,3
Soft Skill,xây dựng mối quan hệ,3
Soft Skill,xử lý vấn đề logic,3
Soft Skill,điều phối liên phòng ban,3
Soft Skill,điều phối nhân sự,3
Soft Skill,điều phối nhóm,3
Soft Skill,điều phối đội nhóm,3
Soft Skill,đọc hiểu tài liệu nghiệp vụ,3
Soft Skill,analysis,2
Soft Skill,analytical ability,2
Soft Skill,biên soạn tài liệu,2
Soft Skill,business analysis,2
Soft Skill,bán hàng,2
Soft Skill,báo cáo rủi ro kỹ thuật,2
Soft Skill,client-facing,2
Soft Skill,communicates clearly,2
Soft Skill,communicating,2
Soft Skill,comprehend technical documents,2
Soft Skill,conflict management,2
Soft Skill,crisis management,2
Soft Skill,cross-functional teams,2
Soft Skill,customer-centric,2
Soft Skill,delegation,2
Soft Skill,"diễn đạt, trình bày",2
Soft Skill,dẫn dắt workshop,2
Soft Skill,french,2
Soft Skill,giải quyết bài toán phức tạp,2
Soft Skill,hướng dẫn,2
Soft Skill,hợp tác,2
Soft Skill,independent thinking,2
Soft Skill,job management,2
Soft Skill,kỹ năng sư phạm,2
Soft Skill,leading software development teams,2
Soft Skill,leading teams,2
Soft Skill,leading technical initiatives,2
Soft Skill,logical and analytical thinking,2
Soft Skill,làm tài liệu,2
Soft Skill,làm việc hợp tác,2
Soft Skill,làm việc khách hang,2
Soft Skill,làm việc liên phòng ban,2
Soft Skill,làm việc theo team,2
Soft Skill,"làm việc theo đội, nhóm",2
Soft Skill,làm việc trong các nhóm dự án,2
Soft Skill,làm việc trực tiếp với khách hàng,2
Soft Skill,làm việc với khách hàng doanh nghiệp,2
Soft Skill,làm việc với khách hàng nhật bản,2
Soft Skill,làm việc với nhiều bên liên quan,2
Soft Skill,làm việc với nhà cung cấp,2
Soft Skill,làm việc đa nhiệm,2
Soft Skill,lãnh đạo đội nhóm,2
Soft Skill,lập kế hoạch và tổ chức công việc,2
Soft Skill,lập luận logic,2
Soft Skill,manage multiple projects,2
Soft Skill,manage multiple tasks,2
Soft Skill,management,2
Soft Skill,mentor team,2
Soft Skill,mentor/coach,2
Soft Skill,mentorship,2
Soft Skill,nghiên cứu các công nghệ mới,2
Soft Skill,nghiên cứu giải pháp công nghệ,2
Soft Skill,nghiên cứu độc lập,2
Soft Skill,people leadership,2
Soft Skill,phân tích nghiệp vụ,2
Soft Skill,phân tích rủi ro,2
Soft Skill,phân tích tình huống và xử lý vấn đề,2
Soft Skill,"phân tích, xử lý sự cố",2
Soft Skill,phòng ngừa rủi ro,2
Soft Skill,phản biện logic,2
Soft Skill,phỏng vấn người dùng,2
Soft Skill,phối hợp hiệu quả,2
Soft Skill,phối hợp liên phòng ban,2
Soft Skill,phối hợp làm việc,2
Soft Skill,phối hợp tốt với các nhóm,2
Soft Skill,presenting,2
Soft Skill,problem solver,2
Soft Skill,project estimation,2
Soft Skill,project leader,2
Soft Skill,quản lý con người,2
Soft Skill,quản lý công việc cá nhân,2
Soft Skill,quản lý công việc và thời gian,2
Soft Skill,quản lý dự án công nghệ,2
Soft Skill,quản lý ngân sách,2
Soft Skill,quản lý nhiều công việc,2
Soft Skill,quản lý nhân sự,2
Soft Skill,quản lý nhân viên,2
Soft Skill,quản lý sự thay đổi,2
Soft Skill,quản lý đối tác,2
Soft Skill,quản lý đội,2
Soft Skill,quản trị,2
Soft Skill,quản trị công việc,2
Soft Skill,quản trị nhân sự,2
Soft Skill,report-writing,2
Soft Skill,research mindset,2
Soft Skill,resource arranging,2
Soft Skill,scope management,2
Soft Skill,solving problems,2
Soft Skill,storytelling,2
Soft Skill,strategic planning,2
Soft Skill,structured thinking,2
Soft Skill,supervising,2
Soft Skill,systematic thinking,2
Soft Skill,systems thinking,2
Soft Skill,sắp xếp công việc,2
Soft Skill,task prioritization,2
Soft Skill,team cooperation,2
Soft Skill,team leadership,2
Soft Skill,team working,2
Soft Skill,teamlead,2
Soft Skill,technical blog,2
Soft Skill,technical writing,2
Soft Skill,time-management,2
Soft Skill,timeline management,2
Soft Skill,tinh thần đồng đội,2
Soft Skill,tiếng anh đọc hiểu,2
Soft Skill,trao đổi,2
Soft Skill,truyền đạt kỹ thuật,2
Soft Skill,trình bày dữ liệu,2
Soft Skill,trình bày giải pháp kỹ thuật,2
Soft Skill,trưởng phòng,2
Soft Skill,"tìm kiếm, xử lý và tổng hợp thông tin",2
Soft Skill,tư duy data-driven,2
Soft Skill,tư duy dịch vụ,2
Soft Skill,tư duy giải pháp,2
Soft Skill,tư duy giải quyết vấn đề,2
Soft Skill,tư duy khách hàng,2
Soft Skill,tư duy phân tích logic,2
Soft Skill,tư duy/logic,2
Soft Skill,tư vấn giải pháp kỹ thuật,2
Soft Skill,tư vấn khách hàng,2
Soft Skill,tạo động lực,2
Soft Skill,tổ chức thực hiện công việc,2
Soft Skill,tổ chức và quản lý thời gian,2
Soft Skill,tự quản lý công việc,2
Soft Skill,viết,2
Soft Skill,viết báo cáo kỹ thuật,2
Soft Skill,viết proposal,2
Soft Skill,viết tài liệu tiếng anh,2
Soft Skill,work effectively in a team,2
Soft Skill,work within a team,2
Soft Skill,xử lý công việc theo tiến độ,2
Soft Skill,đa nhiệm,2
Soft Skill,điều phối và phối hợp,2
Soft Skill,"đàm phán, thương lượng",2
Soft Skill,đào tạo kỹ thuật,2
Soft Skill,đưa ra quyết định,2
Soft Skill,đưa ra solution cho các vấn đề kỹ thuật,2
Soft Skill,đề xuất giải pháp,2
Soft Skill,đọc hiểu tài liệu tiếng anh chuyên ngành,2
Soft Skill,đọc hiểu và phân tích tài liệu kỹ thuật,2
Soft Skill,đọc hiểu văn bản,2
Soft Skill,đọc và nghiên cứu tài liệu bằng tiếng anh,2
Soft Skill,account management,1
Soft Skill,account manager,1
Soft Skill,active listening,1
Soft Skill,administration,1
Soft Skill,align technical decisions with business outcomes,1
Soft Skill,analytical and logical thinking,1
Soft Skill,analytical and structured thinking,1
Soft Skill,analytical reasoning,1
Soft Skill,analyze and evaluate information,1
Soft Skill,analyze information,1
Soft Skill,analyzing and problem-solving,1
Soft Skill,anh văn giao tiếp,1
Soft Skill,anh văn đọc hiểu chuyên ngành,1
Soft Skill,articulate how ai tools fit into your workflow,1
Soft Skill,attacker mindset,1
Soft Skill,automation-first,1
Soft Skill,ba,1
Soft Skill,ba lead,1
Soft Skill,ba leader,1
Soft Skill,ba team leader,1
Soft Skill,biên soạn tài liệu chuyên ngành,1
Soft Skill,blog kỹ thuật,1
Soft Skill,brand management,1
Soft Skill,breakdown bài toán phức tạp,1
Soft Skill,budget management,1
Soft Skill,build team,1
Soft Skill,business documentation,1
Soft Skill,business manner,1
Soft Skill,business planning,1
Soft Skill,business sense,1
Soft Skill,báo cáo công việc,1
Soft Skill,báo cáo tiến độ,1
Soft Skill,báo cáo tổng hợp,1
Soft Skill,call với khách hàng,1
Soft Skill,case study,1
Soft Skill,chia sẻ công nghệ mới,1
Soft Skill,chia sẻ kiến thức,1
Soft Skill,chia sẻ thông tin,1
Soft Skill,"chia sẻ, đào tạo kiến thức",1
Soft Skill,chiến lược sản phẩm,1
Soft Skill,clear thinking,1
Soft Skill,client communications,1
Soft Skill,client demos,1
Soft Skill,client interactions,1
Soft Skill,client relationship,1
Soft Skill,client relationship management,1
Soft Skill,client-facing leadership,1
Soft Skill,coaching and mentoring,1
Soft Skill,collaborate cross-functionally,1
Soft Skill,collaborate effectively,1
Soft Skill,collaborate effectively in a team,1
Soft Skill,collaborate with cross-functional teams,1
Soft Skill,collaborate within a team,1
Soft Skill,collaboration cross-functional,1
Soft Skill,collaborative,1
Soft Skill,communicate complex technical concepts,1
Soft Skill,communicate data concepts,1
Soft Skill,communicate security concepts,1
Soft Skill,communicate technical concepts,1
Soft Skill,communicate technical findings,1
Soft Skill,communicate technical outputs,1
Soft Skill,communicate technical solutions,1
Soft Skill,communicates efficiently,1
Soft Skill,communication and persuasion,1
Soft Skill,communications,1
Soft Skill,communicator,1
Soft Skill,complex problem solving,1
Soft Skill,comtor,1
Soft Skill,conceptual thinking,1
Soft Skill,consulting,1
Soft Skill,consumer-oriented,1
Soft Skill,cooperate with the team,1
Soft Skill,coordinate across internal teams,1
Soft Skill,creating detailed reports,1
Soft Skill,creating proposals,1
Soft Skill,critial thinking,1
Soft Skill,critical thinker,1
Soft Skill,critical-thinking,1
Soft Skill,criticalthinking,1
Soft Skill,cross-cultural communication,1
Soft Skill,cross-functional and multicultural teams,1
Soft Skill,cross-functional collaboration,1
Soft Skill,cross-functional communication,1
Soft Skill,cross-functional team,1
Soft Skill,cross-team collaboration,1
Soft Skill,cross◦ team collaboration,1
Soft Skill,cto,1
Soft Skill,customer communication,1
Soft Skill,customer success,1
Soft Skill,customer support,1
Soft Skill,customer-centric thinking,1
Soft Skill,customer-facing,1
Soft Skill,customer-facing technical environments,1
Soft Skill,cộng tác,1
Soft Skill,cộng tác nhóm,1
Soft Skill,data-backed decisions,1
Soft Skill,data-driven decision making,1
Soft Skill,data-driven decision-making,1
Soft Skill,debug and analyze problems,1
Soft Skill,decision-making support,1
Soft Skill,deliver training,1
Soft Skill,delivering training,1
Soft Skill,demo,1
Soft Skill,demo hệ thống,1
Soft Skill,demo sản phẩm,1
Soft Skill,demos,1
Soft Skill,deputy pm,1
Soft Skill,design collaboration,1
Soft Skill,dev leader,1
Soft Skill,developer training,1
Soft Skill,discovery workshop,1
Soft Skill,diễn đạt,1
Soft Skill,diễn đạt thông tin,1
Soft Skill,diễn đạt ý tưởng,1
Soft Skill,document technical decisions,1
Soft Skill,dẫn dắt ba team,1
Soft Skill,dẫn dắt dự án kỹ thuật,1
Soft Skill,dẫn dắt quản lý đội nhóm,1
Soft Skill,dẫn dắt sản phẩm,1
Soft Skill,dẫn dắt sản phẩm từ r&d sang thương mại hóa,1
Soft Skill,dẫn dắt team ba,1
Soft Skill,dẫn dắt và mentor,1
Soft Skill,dẫn dắt đội kỹ thuật,1
Soft Skill,dịch họp,1
Soft Skill,dịch tài liệu,1
Soft Skill,dịch vụ khách hàng,1
Soft Skill,dịch/phiên dịch anh – việt,1
Soft Skill,dự đoán xu hướng thị trường,1
Soft Skill,eng,1
Soft Skill,engineering culture building,1
Soft Skill,engineering management,1
Soft Skill,engineering manager,1
Soft Skill,engineering mindset,1
Soft Skill,escalation management,1
Soft Skill,execution follow-up,1
Soft Skill,executive communication,1
Soft Skill,executive reporting,1
Soft Skill,explain ai results,1
Soft Skill,explain complex ai workflows,1
Soft Skill,facilitation workshop,1
Soft Skill,follow guidelines,1
Soft Skill,follow-up,1
Soft Skill,foreign language,1
Soft Skill,german language,1
Soft Skill,ghi chép meeting,1
Soft Skill,"ghi chép, cập nhật thông tin",1
Soft Skill,giao tiếp bằng tiếng nhật,1
Soft Skill,giao tiếp khách hang,1
Soft Skill,giao tiếp khách hàng,1
Soft Skill,giao tiếp kỹ thuật,1
Soft Skill,giao tiếp song ngữ,1
Soft Skill,giao tiếp stakeholder,1
Soft Skill,giao tiếp tiếng nhật,1
Soft Skill,giao tiếp tốt bằng tiếng anh,1
Soft Skill,giao tiếp và truyền thông,1
Soft Skill,giao tiếp với khách hàng,1
Soft Skill,giao tiếp với user người nước ngoài,1
Soft Skill,giao tiếp đa văn hóa,1
Soft Skill,"giao tiếp, giảng dạy bằng tiếng anh",1
Soft Skill,giải quyết vấn đê,1
Soft Skill,giving presentations,1
Soft Skill,giám sát,1
Soft Skill,giám sát tiến độ,1
Soft Skill,giải quyết bài toán kinh doanh,1
Soft Skill,giải quyết các bài toán,1
Soft Skill,giải quyết các bài toán kỹ thuật phức tạp,1
Soft Skill,"giải quyết các bài toán, vấn đề",1
Soft Skill,giải quyết công việc độc lập,1
Soft Skill,giải quyết mâu thuẫn,1
Soft Skill,giải quyết tình huống,1
Soft Skill,giải quyết vấn đề phức tạp,1
Soft Skill,giải quyết vấn đề và ra quyết định,1
Soft Skill,giảng dạy lập trình,1
Soft Skill,handling an engineer team,1
Soft Skill,hiring,1
Soft Skill,hiểu business,1
Soft Skill,hiểu logic của sản phẩm,1
Soft Skill,hiểu nhu cầu khách hàng,1
Soft Skill,horenso,1
Soft Skill,hoạch định chiến lược,1
Soft Skill,hoạch định công việc,1
Soft Skill,huấn luyện,1
Soft Skill,huấn luyện công việc,1
Soft Skill,huấn luyện và đào tạo,1
Soft Skill,hướng dẫn chuyên viên,1
Soft Skill,hướng dẫn người dùng phần mềm,1
Soft Skill,hướng dẫn thành viên,1
Soft Skill,hướng dẫn và bàn giao hệ thống,1
Soft Skill,hướng dẫn và đào tạo,1
Soft Skill,hướng dẫn – đào tạo – thuyết trình,1
Soft Skill,"hướng dẫn, quản lý đội nhóm",1
Soft Skill,hướng dẫn/đào tạo quy trình,1
Soft Skill,hướng người dùng,1
Soft Skill,hệ thống hóa,1
Soft Skill,hệ thống hóa vấn đề,1
Soft Skill,học hỏi nhanh,1
Soft Skill,học hỏi và research nhanh,1
Soft Skill,hỗ trợ các thành viên khác,1
Soft Skill,hỗ trợ khách hàng,1
Soft Skill,hỗ trợ khách hàng trực tiếp,1
Soft Skill,hợp tác trong môi trường nhóm,1
Soft Skill,inclusive leadership,1
Soft Skill,influencing,1
Soft Skill,information seeking,1
Soft Skill,interfacing with senior leadership,1
Soft Skill,international projects,1
Soft Skill,ios tech lead,1
Soft Skill,issue management,1
Soft Skill,issue resolution,1
Soft Skill,it project manager,1
Soft Skill,it solution consultant,1
Soft Skill,japanese business etiquette (ho-ren-so,1
Soft Skill,japanese business etiquette and culture,1
Soft Skill,japanese business manner,1
Soft Skill,japanese language,1
Soft Skill,khơi gợi thông tin từ khách hàng,1
Soft Skill,khả năng nghiên cứu,1
Soft Skill,khắc phục sự cố,1
Soft Skill,kiểm soát và ra quyết định,1
Soft Skill,kèm cặp những người khác,1
Soft Skill,kỹ năng phản biện,1
Soft Skill,kỹ năng thuyết trình,1
Soft Skill,kỹ năng trình bày,1
Soft Skill,language comprehension,1
Soft Skill,lead a support team,1
Soft Skill,lead and inspire cross-functional teams,1
Soft Skill,lead and mentor technical teams,1
Soft Skill,lead ba,1
Soft Skill,lead các team,1
Soft Skill,lead design team,1
Soft Skill,lead dự án,1
Soft Skill,lead engineer,1
Soft Skill,lead engineering teams,1
Soft Skill,lead global delivery teams,1
Soft Skill,lead kỹ thuật,1
Soft Skill,lead nhóm,1
Soft Skill,lead nhóm tester,1
Soft Skill,lead technical teams,1
Soft Skill,lead workshops,1
Soft Skill,lead/mentor,1
Soft Skill,leader developer,1
Soft Skill,leader team,1
Soft Skill,leading a small analytics team,1
Soft Skill,leading an enterprise service desk,1
Soft Skill,leading development teams,1
Soft Skill,leading distributed teams,1
Soft Skill,leading features/projects,1
Soft Skill,leading it programs,1
Soft Skill,leading it projects,1
Soft Skill,leading large-scale programs,1
Soft Skill,leading members,1
Soft Skill,leading or coordinating a small development team,1
Soft Skill,leading or mentoring,1
Soft Skill,leading production releases,1
Soft Skill,leading project teams,1
Soft Skill,leading software engineering teams,1
Soft Skill,leading technical/product teams,1
Soft Skill,learn and research,1
Soft Skill,listening,1
Soft Skill,logic giải quyết vấn đề,1
Soft Skill,logic thinking,1
Soft Skill,logical approach,1
Soft Skill,logical coding,1
Soft Skill,logical structuring,1
Soft Skill,logical/critical thinking,1
Soft Skill,làm cầu nối,1
Soft Skill,làm nhiều việc cùng lúc,1
Soft Skill,làm tài liệu đề xuất giải pháp kinh doanh,1
Soft Skill,làm việc chéo phòng ban,1
Soft Skill,làm việc chặt chẽ với các đội,1
Soft Skill,làm việc cross-function,1
Soft Skill,làm việc cross-team,1
Soft Skill,làm việc cùng các đồng nghiệp,1
Soft Skill,làm việc hiệu quả trong môi trường nhóm,1
Soft Skill,làm việc hiệu quả với các bên liên quan,1
Soft Skill,làm việc phối hợp nhóm,1
Soft Skill,làm việc theo deadline,1
Soft Skill,làm việc theo kế hoạch,1
Soft Skill,làm việc trong đội nhóm,1
Soft Skill,làm việc trực tiếp với c-level,1
Soft Skill,làm việc trực tiếp với cấp quản lý/ban giám đốc,1
Soft Skill,làm việc trực tiếp với kh nhật bản,1
Soft Skill,làm việc trực tiếp với khách hàng nhật,1
Soft Skill,làm việc tự chủ,1
Soft Skill,làm việc việc nhóm,1
Soft Skill,làm việc và học tập cùng đội nhóm,1
Soft Skill,làm việc với con người,1
Soft Skill,làm việc với các cross-functional teams,1
Soft Skill,"làm việc với end-user, developer và stakeholder",1
Soft Skill,làm việc với kh nhật bản,1
Soft Skill,làm việc với khách hàng quốc tế,1
Soft Skill,làm việc với khách hàng/vendor nước ngoài,1
Soft Skill,làm việc với một nhóm,1
Soft Skill,làm việc với nhiều bộ phận,1
Soft Skill,làm việc với nhiều stakeholder,1
Soft Skill,làm việc với nhiều đội,1
Soft Skill,làm việc với nhà cung cấp/đơn vị thi công,1
Soft Skill,làm việc với stakeholders,1
Soft Skill,làm việc với đội ngũ,1
Soft Skill,làm việc đa bên,1
Soft Skill,làm việc đa phòng ban,1
Soft Skill,"làm việc đa phòng ban, đa đối tác",1
Soft Skill,"làm việc đội, nhóm",1
Soft Skill,làm với kh nhật bản,1
Soft Skill,lãnh đạo liên phòng ban,1
Soft Skill,lãnh đạo đội nhóm kỹ thuật,1
Soft Skill,lên kế hoạch công việc,1
Soft Skill,lên kế hoạch ngân sách,1
Soft Skill,lên kế hoạch và thực thi công việc,1
Soft Skill,lên kế hoạch và tổ chức thực hiện,1
Soft Skill,"lên kế hoạch, chiến lược and chiến thuật",1
Soft Skill,lấy khách hàng làm trung tâm,1
Soft Skill,lập biên bản,1
Soft Skill,lập kế hoạch chi tiết,1
Soft Skill,lập kế hoạch chiến lược,1
Soft Skill,lập kế hoạch gtm,1
Soft Skill,lập kế hoạch hoạt động,1
Soft Skill,lập kế hoạch ngân sách,1
Soft Skill,lập kế hoạch và quản lý,1
Soft Skill,lập kế hoạch và quản lý công việc,1
Soft Skill,lập và trình bày báo cáo,1
Soft Skill,lắng nghe chủ động,1
Soft Skill,lắng nghe và thấu hiểu yêu cầu từ khách hàng,1
Soft Skill,lắng nghe và truyền đạt thông tin,1
Soft Skill,manage and develop a team,1
Soft Skill,manage budgets,1
Soft Skill,manage daily work,1
Soft Skill,manage it projects,1
Soft Skill,manage multiple incidents,1
Soft Skill,manage priorities and tasks,1
Soft Skill,manage project delivery,1
Soft Skill,manage projects,1
Soft Skill,manage technical roadmaps,1
Soft Skill,manage time,1
Soft Skill,manage time schedule,1
Soft Skill,manager hoặc leader,1
Soft Skill,managing a team,1
Soft Skill,managing and leading a development team,1
Soft Skill,managing cross-functional agile teams,1
Soft Skill,managing engineering teams,1
Soft Skill,managing external vendors,1
Soft Skill,managing job-schedule,1
Soft Skill,managing large-scale projects,1
Soft Skill,managing offshore delivery,1
Soft Skill,managing outsourcing vendors,1
Soft Skill,managing product projects,1
Soft Skill,managing teams,1
Soft Skill,managing technical initiatives,1
Soft Skill,managing technical teams,1
Soft Skill,managing technology teams,1
Soft Skill,mentor engineers,1
Soft Skill,mentor junior,1
Soft Skill,mentor junior developers,1
Soft Skill,mentor/coach others,1
Soft Skill,mentor/review code,1
Soft Skill,mentoring and dẫn dắt team,1
Soft Skill,mentoring junior analysts,1
Soft Skill,mentoring/ coaching,1
Soft Skill,motivating subordinates,1
Soft Skill,multi-stakeholder coordination,1
Soft Skill,multi-tasking,1
Soft Skill,mối quan hệ với các nhà cung cấp,1
Soft Skill,negotiate,1
Soft Skill,networking,1
Soft Skill,networking/relationship building,1
Soft Skill,nghiên cứu and phân tích thị trường,1
Soft Skill,nghiên cứu and phân tích đối thủ cạnh tranh,1
Soft Skill,nghiên cứu chuyên sâu,1
Soft Skill,nghiên cứu công nghệ,1
Soft Skill,nghiên cứu phát triển các giải pháp mới,1
Soft Skill,nghiên cứu sản phẩm,1
